order_id,customer_id,amount,payment_method,order_status,customer_account_age_days,previous_cod_orders,previous_cod_refusals,previous_successful_deliveries,pincode,pincode_risk_group,pincode_rto_rate,product_category,is_first_order,created_at,rto_outcome
ORD-0042-0002928,CUST-0000298,497.78,PREPAID,DELIVERED,1460,7,0,2,110013,LOW,0.1003,electronics,False,2026-01-15T05:29:00+00:00,DELIVERED
ORD-0042-0002929,CUST-0000123,5066.65,COD,RTO,616,12,2,9,110024,MEDIUM,0.2426,home,False,2026-01-15T05:36:00+00:00,RTO
ORD-0042-0002930,CUST-0000724,1340.09,COD,DELIVERED,1082,12,0,11,110165,LOW,0.1115,footwear,False,2026-01-15T05:43:00+00:00,DELIVERED
ORD-0042-0002931,CUST-0002502,986.71,COD,DELIVERED,33,1,0,1,110133,MEDIUM,0.2785,home,False,2026-01-15T05:50:00+00:00,DELIVERED
ORD-0042-0002932,CUST-0000559,1024.74,COD,RTO,978,18,3,13,110215,MEDIUM,0.2698,electronics,False,2026-01-15T05:57:00+00:00,RTO
ORD-0042-0002933,CUST-0001254,3603.43,PREPAID,DELIVERED,846,9,3,7,110113,LOW,0.1231,jewellery,False,2026-01-15T06:04:00+00:00,DELIVERED
ORD-0042-0002934,CUST-0002141,613.19,COD,DELIVERED,358,14,0,13,110094,HIGH,0.3371,beauty,False,2026-01-15T06:11:00+00:00,DELIVERED
ORD-0042-0002935,CUST-0000644,2579.95,COD,DELIVERED,260,8,2,3,110199,LOW,0.1538,electronics,False,2026-01-15T06:18:00+00:00,DELIVERED
ORD-0042-0002936,CUST-0000903,968.92,COD,DELIVERED,439,14,0,14,110030,MEDIUM,0.2451,beauty,False,2026-01-15T06:25:00+00:00,DELIVERED
ORD-0042-0002937,CUST-0001335,873.80,COD,DELIVERED,15,0,0,0,110189,HIGH,0.3885,apparel,True,2026-01-15T06:32:00+00:00,DELIVERED
ORD-0042-0002938,CUST-0001249,7398.68,COD,DELIVERED,359,13,0,10,110107,LOW,0.0822,apparel,False,2026-01-15T06:39:00+00:00,DELIVERED
ORD-0042-0002939,CUST-0003001,1151.96,COD,RTO,369,12,2,9,110047,MEDIUM,0.2553,electronics,False,2026-01-15T06:46:00+00:00,RTO
ORD-0042-0002940,CUST-0003096,680.57,PREPAID,DELIVERED,67,7,1,2,110185,MEDIUM,0.1968,jewellery,False,2026-01-15T06:53:00+00:00,DELIVERED
ORD-0042-0002941,CUST-0003177,551.62,PREPAID,RTO,5,0,0,0,110095,MEDIUM,0.1802,jewellery,True,2026-01-15T07:00:00+00:00,RTO
ORD-0042-0002942,CUST-0002768,1394.47,PREPAID,DELIVERED,19,0,0,0,110223,MEDIUM,0.2135,grocery,True,2026-01-15T07:07:00+00:00,DELIVERED
ORD-0042-0002943,CUST-0000309,994.19,PREPAID,DELIVERED,1527,16,4,15,110120,MEDIUM,0.2303,electronics,False,2026-01-15T07:14:00+00:00,DELIVERED
ORD-0042-0002944,CUST-0001594,2015.65,COD,DELIVERED,1462,9,2,4,110115,HIGH,0.3635,grocery,False,2026-01-15T07:21:00+00:00,DELIVERED
ORD-0042-0002945,CUST-0000539,5828.10,COD,DELIVERED,18,0,0,0,110083,MEDIUM,0.1892,apparel,True,2026-01-15T07:28:00+00:00,DELIVERED
ORD-0042-0002946,CUST-0001393,2626.24,COD,DELIVERED,1427,13,0,12,110225,LOW,0.0925,electronics,False,2026-01-15T07:35:00+00:00,DELIVERED
ORD-0042-0002947,CUST-0002077,2751.90,COD,RTO,24,0,0,0,110132,LOW,0.1345,electronics,True,2026-01-15T07:42:00+00:00,RTO
ORD-0042-0002948,CUST-0002567,1986.91,COD,RTO,1034,4,0,3,110096,MEDIUM,0.2829,apparel,False,2026-01-15T07:49:00+00:00,RTO
ORD-0042-0002949,CUST-0000007,928.82,COD,DELIVERED,24,0,0,0,110054,LOW,0.0978,apparel,True,2026-01-15T07:56:00+00:00,DELIVERED
ORD-0042-0002950,CUST-0002288,1650.39,COD,DELIVERED,1143,19,1,16,110229,MEDIUM,0.2808,apparel,False,2026-01-15T08:03:00+00:00,DELIVERED
ORD-0042-0002951,CUST-0001707,802.49,COD,DELIVERED,606,9,1,8,110215,MEDIUM,0.2698,home,False,2026-01-15T08:10:00+00:00,DELIVERED
ORD-0042-0002952,CUST-0000986,1879.74,PREPAID,DELIVERED,35,0,0,0,110018,LOW,0.1162,apparel,True,2026-01-15T08:17:00+00:00,DELIVERED
ORD-0042-0002953,CUST-0003110,890.44,COD,RTO,30,0,0,0,110197,LOW,0.0918,beauty,True,2026-01-15T08:24:00+00:00,RTO
ORD-0042-0002954,CUST-0000890,780.91,COD,DELIVERED,154,9,0,7,110177,MEDIUM,0.2900,home,False,2026-01-15T08:31:00+00:00,DELIVERED
ORD-0042-0002955,CUST-0000326,1040.87,COD,DELIVERED,13,0,0,0,110135,LOW,0.1539,apparel,True,2026-01-15T08:38:00+00:00,DELIVERED
ORD-0042-0002956,CUST-0000077,681.92,PREPAID,DELIVERED,1271,8,0,5,110088,HIGH,0.4178,apparel,False,2026-01-15T08:45:00+00:00,DELIVERED
ORD-0042-0002957,CUST-0002714,2375.37,PREPAID,DELIVERED,162,13,2,8,110101,LOW,0.1438,apparel,False,2026-01-15T08:52:00+00:00,DELIVERED
ORD-0042-0002958,CUST-0002886,2485.06,PREPAID,RTO,85,8,0,2,110023,HIGH,0.3958,grocery,False,2026-01-15T08:59:00+00:00,RTO
ORD-0042-0002959,CUST-0002921,2442.93,COD,RTO,25,0,0,0,110036,LOW,0.0860,beauty,True,2026-01-15T09:06:00+00:00,RTO
ORD-0042-0002960,CUST-0001280,1164.65,COD,RTO,1149,5,2,0,110226,HIGH,0.3027,home,False,2026-01-15T09:13:00+00:00,RTO
ORD-0042-0002961,CUST-0000832,1154.51,COD,DELIVERED,1200,8,0,8,110170,HIGH,0.3286,grocery,False,2026-01-15T09:20:00+00:00,DELIVERED
ORD-0042-0002962,CUST-0000205,887.71,COD,RTO,9,0,0,0,110079,MEDIUM,0.1897,apparel,True,2026-01-15T09:27:00+00:00,RTO
ORD-0042-0002963,CUST-0000080,1411.12,COD,DELIVERED,24,0,0,0,110092,LOW,0.0917,jewellery,True,2026-01-15T09:34:00+00:00,DELIVERED
ORD-0042-0002964,CUST-0001486,750.49,COD,DELIVERED,76,4,0,4,110011,MEDIUM,0.1754,beauty,False,2026-01-15T09:41:00+00:00,DELIVERED
ORD-0042-0002965,CUST-0002944,2964.98,COD,DELIVERED,1,0,0,0,110162,HIGH,0.3604,footwear,True,2026-01-15T09:48:00+00:00,DELIVERED
ORD-0042-0002966,CUST-0002474,596.29,COD,DELIVERED,815,9,0,9,110153,LOW,0.1005,home,False,2026-01-15T09:55:00+00:00,DELIVERED
ORD-0042-0002967,CUST-0001604,1289.42,PREPAID,RTO,1,0,0,0,110124,LOW,0.1581,apparel,True,2026-01-15T10:02:00+00:00,RTO
ORD-0042-0002968,CUST-0000675,1269.10,PREPAID,DELIVERED,1375,9,3,4,110172,HIGH,0.3746,home,False,2026-01-15T10:09:00+00:00,DELIVERED
ORD-0042-0002969,CUST-0001035,2337.84,COD,RTO,0,0,0,0,110142,HIGH,0.3880,jewellery,True,2026-01-15T10:16:00+00:00,RTO
ORD-0042-0002970,CUST-0002387,1139.22,PREPAID,DELIVERED,312,13,2,8,110086,MEDIUM,0.2229,jewellery,False,2026-01-15T10:23:00+00:00,DELIVERED
ORD-0042-0002971,CUST-0002500,845.19,COD,DELIVERED,983,9,2,6,110176,LOW,0.1122,grocery,False,2026-01-15T10:30:00+00:00,DELIVERED
ORD-0042-0002972,CUST-0000618,1741.12,PREPAID,DELIVERED,33,0,0,0,110014,HIGH,0.3868,footwear,True,2026-01-15T10:37:00+00:00,DELIVERED
ORD-0042-0002973,CUST-0000383,935.17,COD,RTO,876,2,0,0,110042,HIGH,0.3724,beauty,False,2026-01-15T10:44:00+00:00,RTO
ORD-0042-0002974,CUST-0002516,923.05,COD,DELIVERED,401,5,2,5,110125,HIGH,0.3785,jewellery,False,2026-01-15T10:51:00+00:00,DELIVERED
ORD-0042-0002975,CUST-0000108,1239.39,COD,DELIVERED,35,0,0,0,110029,MEDIUM,0.2333,apparel,True,2026-01-15T10:58:00+00:00,DELIVERED
ORD-0042-0002976,CUST-0001541,1171.75,COD,DELIVERED,1583,23,1,17,110111,HIGH,0.3632,jewellery,False,2026-01-15T11:05:00+00:00,DELIVERED
ORD-0042-0002977,CUST-0001253,3941.15,PREPAID,DELIVERED,35,0,0,0,110084,MEDIUM,0.2246,beauty,True,2026-01-15T11:12:00+00:00,DELIVERED
ORD-0042-0002978,CUST-0001411,3135.32,COD,RTO,9,0,0,0,110225,LOW,0.0925,grocery,True,2026-01-15T11:19:00+00:00,RTO
ORD-0042-0002979,CUST-0002312,852.56,PREPAID,DELIVERED,1586,4,0,3,110085,MEDIUM,0.1997,footwear,False,2026-01-15T11:26:00+00:00,DELIVERED
ORD-0042-0002980,CUST-0001388,1679.24,PREPAID,DELIVERED,7,0,0,0,110218,MEDIUM,0.2606,electronics,True,2026-01-15T11:33:00+00:00,DELIVERED
ORD-0042-0002981,CUST-0000077,1853.78,COD,DELIVERED,27,0,0,0,110187,LOW,0.1486,grocery,True,2026-01-15T11:40:00+00:00,DELIVERED
ORD-0042-0002982,CUST-0003009,2035.64,COD,DELIVERED,27,0,0,0,110102,LOW,0.1071,beauty,True,2026-01-15T11:47:00+00:00,DELIVERED
ORD-0042-0002983,CUST-0001256,1289.79,PREPAID,DELIVERED,0,0,0,0,110148,LOW,0.1243,grocery,True,2026-01-15T11:54:00+00:00,DELIVERED
ORD-0042-0002984,CUST-0001251,939.86,PREPAID,DELIVERED,1467,14,0,8,110227,LOW,0.1073,jewellery,False,2026-01-15T12:01:00+00:00,DELIVERED
ORD-0042-0002985,CUST-0000738,1282.66,PREPAID,DELIVERED,20,0,0,0,110126,LOW,0.0939,beauty,True,2026-01-15T12:08:00+00:00,DELIVERED
ORD-0042-0002986,CUST-0003133,1706.81,COD,DELIVERED,484,6,0,5,110193,LOW,0.0980,apparel,False,2026-01-15T12:15:00+00:00,DELIVERED
ORD-0042-0002987,CUST-0001576,1671.45,COD,DELIVERED,243,11,0,6,110101,LOW,0.1438,grocery,False,2026-01-15T12:22:00+00:00,DELIVERED
ORD-0042-0002988,CUST-0001026,864.00,PREPAID,DELIVERED,1140,2,2,2,110149,MEDIUM,0.1909,home,False,2026-01-15T12:29:00+00:00,DELIVERED
ORD-0042-0002989,CUST-0000586,851.79,COD,DELIVERED,460,18,0,14,110067,HIGH,0.3305,apparel,False,2026-01-15T12:36:00+00:00,DELIVERED
ORD-0042-0002990,CUST-0001326,802.66,PREPAID,DELIVERED,153,6,0,3,110052,MEDIUM,0.1701,apparel,False,2026-01-15T12:43:00+00:00,DELIVERED
ORD-0042-0002991,CUST-0000057,1147.02,COD,DELIVERED,875,10,0,9,110136,HIGH,0.4202,beauty,False,2026-01-15T12:50:00+00:00,DELIVERED
ORD-0042-0002992,CUST-0002169,2069.78,COD,RTO,1345,18,0,16,110140,HIGH,0.3177,apparel,False,2026-01-15T12:57:00+00:00,RTO
ORD-0042-0002993,CUST-0000841,2204.74,COD,RTO,1408,12,1,8,110033,HIGH,0.4362,jewellery,False,2026-01-15T13:04:00+00:00,RTO
ORD-0042-0002994,CUST-0000800,1186.16,COD,RTO,24,0,0,0,110139,MEDIUM,0.2464,jewellery,True,2026-01-15T13:11:00+00:00,RTO
ORD-0042-0002995,CUST-0002326,376.12,PREPAID,DELIVERED,1077,5,2,2,110051,LOW,0.1005,electronics,False,2026-01-15T13:18:00+00:00,DELIVERED
ORD-0042-0002996,CUST-0003318,2011.61,COD,DELIVERED,5,0,0,0,110065,LOW,0.1196,beauty,True,2026-01-15T13:25:00+00:00,DELIVERED
ORD-0042-0002997,CUST-0002287,2429.14,PREPAID,DELIVERED,14,0,0,0,110033,HIGH,0.4362,beauty,True,2026-01-15T13:32:00+00:00,DELIVERED
ORD-0042-0002998,CUST-0000211,1070.63,PREPAID,RTO,22,0,0,0,110047,MEDIUM,0.2553,home,True,2026-01-15T13:39:00+00:00,RTO
ORD-0042-0002999,CUST-0000016,1375.01,COD,DELIVERED,520,16,2,16,110103,HIGH,0.4287,electronics,False,2026-01-15T13:46:00+00:00,DELIVERED
ORD-0042-0003000,CUST-0002598,2036.12,COD,DELIVERED,82,6,0,6,110130,MEDIUM,0.2378,apparel,False,2026-01-15T13:53:00+00:00,DELIVERED
ORD-0042-0003001,CUST-0002417,1276.88,PREPAID,DELIVERED,1569,2,2,1,110165,LOW,0.1115,home,False,2026-01-15T14:00:00+00:00,DELIVERED
ORD-0042-0003002,CUST-0000947,597.02,COD,DELIVERED,324,7,0,7,110106,MEDIUM,0.2447,grocery,False,2026-01-15T14:07:00+00:00,DELIVERED
ORD-0042-0003003,CUST-0002247,1854.93,COD,RTO,1443,16,0,12,110125,HIGH,0.3785,footwear,False,2026-01-15T14:14:00+00:00,RTO
ORD-0042-0003004,CUST-0000104,1326.43,COD,DELIVERED,1051,11,0,10,110142,HIGH,0.3880,home,False,2026-01-15T14:21:00+00:00,DELIVERED
ORD-0042-0003005,CUST-0000305,2287.81,COD,DELIVERED,1572,11,1,6,110104,MEDIUM,0.2320,home,False,2026-01-15T14:28:00+00:00,DELIVERED
ORD-0042-0003006,CUST-0000351,992.23,PREPAID,DELIVERED,1235,22,0,17,110181,MEDIUM,0.2619,beauty,False,2026-01-15T14:35:00+00:00,DELIVERED
ORD-0042-0003007,CUST-0000958,1543.83,COD,DELIVERED,1058,9,0,8,110227,LOW,0.1073,home,False,2026-01-15T14:42:00+00:00,DELIVERED
ORD-0042-0003008,CUST-0001440,584.78,COD,RTO,1117,19,0,16,110042,HIGH,0.3724,electronics,False,2026-01-15T14:49:00+00:00,RTO
ORD-0042-0003009,CUST-0002413,2948.82,COD,DELIVERED,818,16,0,15,110158,MEDIUM,0.2357,electronics,False,2026-01-15T14:56:00+00:00,DELIVERED
ORD-0042-0003010,CUST-0001307,2905.31,COD,DELIVERED,476,15,0,13,110111,HIGH,0.3632,home,False,2026-01-15T15:03:00+00:00,DELIVERED
ORD-0042-0003011,CUST-0000133,304.34,COD,RTO,51,10,2,4,110234,HIGH,0.4403,electronics,False,2026-01-15T15:10:00+00:00,RTO
ORD-0042-0003012,CUST-0001495,1230.31,PREPAID,DELIVERED,30,0,0,0,110046,LOW,0.1454,electronics,True,2026-01-15T15:17:00+00:00,DELIVERED
ORD-0042-0003013,CUST-0001289,3561.14,COD,DELIVERED,637,17,1,16,110175,HIGH,0.3360,jewellery,False,2026-01-15T15:24:00+00:00,DELIVERED
ORD-0042-0003014,CUST-0000674,1785.22,COD,DELIVERED,1091,9,0,9,110110,LOW,0.1303,apparel,False,2026-01-15T15:31:00+00:00,DELIVERED
ORD-0042-0003015,CUST-0001077,383.84,COD,DELIVERED,1440,15,0,11,110075,LOW,0.1010,electronics,False,2026-01-15T15:38:00+00:00,DELIVERED
ORD-0042-0003016,CUST-0002411,1913.54,PREPAID,DELIVERED,54,6,0,5,110095,MEDIUM,0.1802,beauty,False,2026-01-15T15:45:00+00:00,DELIVERED
ORD-0042-0003017,CUST-0002620,1545.78,PREPAID,RTO,1506,6,1,1,110029,MEDIUM,0.2333,grocery,False,2026-01-15T15:52:00+00:00,RTO
ORD-0042-0003018,CUST-0001844,1322.31,PREPAID,DELIVERED,26,0,0,0,110134,MEDIUM,0.2712,jewellery,True,2026-01-15T15:59:00+00:00,DELIVERED
ORD-0042-0003019,CUST-0002502,1819.93,COD,DELIVERED,357,6,2,5,110075,LOW,0.1010,home,False,2026-01-15T16:06:00+00:00,DELIVERED
ORD-0042-0003020,CUST-0000812,1106.81,PREPAID,DELIVERED,103,5,0,3,110142,HIGH,0.3880,grocery,False,2026-01-15T16:13:00+00:00,DELIVERED
ORD-0042-0003021,CUST-0002840,1407.06,COD,DELIVERED,170,10,0,4,110116,LOW,0.1597,beauty,False,2026-01-15T16:20:00+00:00,DELIVERED
ORD-0042-0003022,CUST-0003314,1750.93,COD,DELIVERED,1542,6,2,4,110020,MEDIUM,0.2888,apparel,False,2026-01-15T16:27:00+00:00,DELIVERED
ORD-0042-0003023,CUST-0002294,406.24,COD,RTO,19,0,0,0,110236,LOW,0.1550,home,True,2026-01-15T16:34:00+00:00,RTO
ORD-0042-0003024,CUST-0002074,895.12,COD,DELIVERED,1102,10,1,4,110030,MEDIUM,0.2451,footwear,False,2026-01-15T16:41:00+00:00,DELIVERED
ORD-0042-0003025,CUST-0002969,1568.39,PREPAID,RTO,1214,18,0,12,110059,HIGH,0.4014,electronics,False,2026-01-15T16:48:00+00:00,RTO
ORD-0042-0003026,CUST-0001688,1334.97,COD,DELIVERED,604,7,0,1,110013,LOW,0.1003,apparel,False,2026-01-15T16:55:00+00:00,DELIVERED
ORD-0042-0003027,CUST-0002514,1565.34,COD,RTO,21,0,0,0,110041,LOW,0.1448,grocery,True,2026-01-15T17:02:00+00:00,RTO
ORD-0042-0003028,CUST-0002451,764.06,PREPAID,DELIVERED,7,0,0,0,110001,LOW,0.0818,beauty,True,2026-01-15T17:09:00+00:00,DELIVERED
ORD-0042-0003029,CUST-0002461,3296.91,COD,DELIVERED,255,5,1,0,110000,HIGH,0.4399,beauty,False,2026-01-15T17:16:00+00:00,DELIVERED
ORD-0042-0003030,CUST-0001665,5510.98,PREPAID,DELIVERED,680,18,1,12,110177,MEDIUM,0.2900,jewellery,False,2026-01-15T17:23:00+00:00,DELIVERED
ORD-0042-0003031,CUST-0001242,816.09,COD,DELIVERED,920,16,0,16,110143,LOW,0.0952,apparel,False,2026-01-15T17:30:00+00:00,DELIVERED
ORD-0042-0003032,CUST-0001217,3349.19,COD,DELIVERED,1279,18,0,16,110207,LOW,0.1570,beauty,False,2026-01-15T17:37:00+00:00,DELIVERED
ORD-0042-0003033,CUST-0002216,1183.23,PREPAID,DELIVERED,15,0,0,0,110166,MEDIUM,0.1935,jewellery,True,2026-01-15T17:44:00+00:00,DELIVERED
ORD-0042-0003034,CUST-0001636,1828.50,COD,DELIVERED,176,9,0,5,110136,HIGH,0.4202,electronics,False,2026-01-15T17:51:00+00:00,DELIVERED
ORD-0042-0003035,CUST-0002848,503.55,COD,DELIVERED,1287,13,0,13,110055,HIGH,0.3046,apparel,False,2026-01-15T17:58:00+00:00,DELIVERED
ORD-0042-0003036,CUST-0003295,730.33,COD,DELIVERED,966,16,3,13,110122,HIGH,0.4442,grocery,False,2026-01-15T18:05:00+00:00,DELIVERED
ORD-0042-0003037,CUST-0001550,5589.45,PREPAID,DELIVERED,15,0,0,0,110215,MEDIUM,0.2698,beauty,True,2026-01-15T18:12:00+00:00,DELIVERED
ORD-0042-0003038,CUST-0000319,2113.53,PREPAID,RTO,11,0,0,0,110233,HIGH,0.3415,grocery,True,2026-01-15T18:19:00+00:00,RTO
ORD-0042-0003039,CUST-0002700,370.98,COD,RTO,149,10,0,5,110054,LOW,0.0978,grocery,False,2026-01-15T18:26:00+00:00,RTO
ORD-0042-0003040,CUST-0002090,1149.76,COD,DELIVERED,471,20,3,15,110066,HIGH,0.3734,apparel,False,2026-01-15T18:33:00+00:00,DELIVERED
ORD-0042-0003041,CUST-0001732,1049.22,COD,DELIVERED,254,14,0,8,110163,HIGH,0.3834,grocery,False,2026-01-15T18:40:00+00:00,DELIVERED
ORD-0042-0003042,CUST-0000299,4077.86,COD,RTO,1344,5,4,0,110200,LOW,0.1173,home,False,2026-01-15T18:47:00+00:00,RTO
ORD-0042-0003043,CUST-0002744,1891.35,PREPAID,DELIVERED,16,0,0,0,110069,HIGH,0.3623,beauty,True,2026-01-15T18:54:00+00:00,DELIVERED
ORD-0042-0003044,CUST-0002570,1258.64,COD,RTO,22,0,0,0,110068,MEDIUM,0.2789,footwear,True,2026-01-15T19:01:00+00:00,RTO
ORD-0042-0003045,CUST-0001118,1311.74,PREPAID,DELIVERED,242,9,1,3,110163,HIGH,0.3834,beauty,False,2026-01-15T19:08:00+00:00,DELIVERED
ORD-0042-0003046,CUST-0000196,1780.27,COD,DELIVERED,486,14,1,8,110065,LOW,0.1196,home,False,2026-01-15T19:15:00+00:00,DELIVERED
ORD-0042-0003047,CUST-0000763,2419.95,COD,DELIVERED,1167,15,2,15,110006,LOW,0.1383,apparel,False,2026-01-15T19:22:00+00:00,DELIVERED
ORD-0042-0003048,CUST-0001522,2176.26,COD,DELIVERED,345,10,2,10,110094,HIGH,0.3371,home,False,2026-01-15T19:29:00+00:00,DELIVERED
ORD-0042-0003049,CUST-0002083,2396.80,PREPAID,DELIVERED,726,19,0,14,110062,HIGH,0.4057,apparel,False,2026-01-15T19:36:00+00:00,DELIVERED
ORD-0042-0003050,CUST-0002124,1166.61,PREPAID,DELIVERED,931,21,2,17,110218,MEDIUM,0.2606,electronics,False,2026-01-15T19:43:00+00:00,DELIVERED
ORD-0042-0003051,CUST-0003097,939.89,COD,RTO,4,0,0,0,110208,HIGH,0.4468,electronics,True,2026-01-15T19:50:00+00:00,RTO
ORD-0042-0003052,CUST-0001833,1997.50,PREPAID,DELIVERED,1436,6,0,0,110081,LOW,0.1540,apparel,False,2026-01-15T19:57:00+00:00,DELIVERED
ORD-0042-0003053,CUST-0002722,1648.38,PREPAID,DELIVERED,34,0,0,0,110091,MEDIUM,0.2717,electronics,True,2026-01-15T20:04:00+00:00,DELIVERED
ORD-0042-0003054,CUST-0001896,831.32,COD,RTO,31,0,0,0,110232,LOW,0.1360,jewellery,True,2026-01-15T20:11:00+00:00,RTO
ORD-0042-0003055,CUST-0001102,938.17,COD,DELIVERED,446,17,0,12,110122,HIGH,0.4442,electronics,False,2026-01-15T20:18:00+00:00,DELIVERED
ORD-0042-0003056,CUST-0000741,523.09,COD,RTO,30,0,0,0,110123,LOW,0.1116,apparel,True,2026-01-15T20:25:00+00:00,RTO
ORD-0042-0003057,CUST-0001776,659.03,PREPAID,RTO,12,0,0,0,110046,LOW,0.1454,beauty,True,2026-01-15T20:32:00+00:00,RTO
ORD-0042-0003058,CUST-0002872,1914.40,COD,DELIVERED,25,0,0,0,110123,LOW,0.1116,beauty,True,2026-01-15T20:39:00+00:00,DELIVERED
ORD-0042-0003059,CUST-0002017,1030.16,PREPAID,RTO,1133,12,2,7,110166,MEDIUM,0.1935,apparel,False,2026-01-15T20:46:00+00:00,RTO
ORD-0042-0003060,CUST-0002011,681.89,COD,RTO,1532,17,1,12,110096,MEDIUM,0.2829,apparel,False,2026-01-15T20:53:00+00:00,RTO
ORD-0042-0003061,CUST-0002638,1407.27,PREPAID,DELIVERED,8,0,0,0,110214,LOW,0.1531,footwear,True,2026-01-15T21:00:00+00:00,DELIVERED
ORD-0042-0003062,CUST-0002184,552.60,COD,DELIVERED,29,0,0,0,110042,HIGH,0.3724,grocery,True,2026-01-15T21:07:00+00:00,DELIVERED
ORD-0042-0003063,CUST-0003098,2336.12,COD,DELIVERED,1507,6,0,3,110119,LOW,0.1119,beauty,False,2026-01-15T21:14:00+00:00,DELIVERED
ORD-0042-0003064,CUST-0002471,890.17,COD,DELIVERED,1233,6,1,0,110186,MEDIUM,0.1905,beauty,False,2026-01-15T21:21:00+00:00,DELIVERED
ORD-0042-0003065,CUST-0000890,4126.99,PREPAID,DELIVERED,62,10,1,5,110211,HIGH,0.3376,apparel,False,2026-01-15T21:28:00+00:00,DELIVERED
ORD-0042-0003066,CUST-0000829,341.43,COD,DELIVERED,1121,2,2,0,110006,LOW,0.1383,grocery,False,2026-01-15T21:35:00+00:00,DELIVERED
ORD-0042-0003067,CUST-0000829,1190.39,PREPAID,DELIVERED,1281,19,1,13,110035,HIGH,0.3867,apparel,False,2026-01-15T21:42:00+00:00,DELIVERED
ORD-0042-0003068,CUST-0003333,3545.56,COD,DELIVERED,22,0,0,0,110205,MEDIUM,0.2066,apparel,True,2026-01-15T21:49:00+00:00,DELIVERED
ORD-0042-0003069,CUST-0000247,805.21,COD,DELIVERED,1326,5,0,0,110027,HIGH,0.3219,home,False,2026-01-15T21:56:00+00:00,DELIVERED
ORD-0042-0003070,CUST-0002702,1477.00,COD,DELIVERED,672,15,0,14,110103,HIGH,0.4287,apparel,False,2026-01-15T22:03:00+00:00,DELIVERED
ORD-0042-0003071,CUST-0001717,555.77,COD,DELIVERED,871,15,0,13,110123,LOW,0.1116,jewellery,False,2026-01-15T22:10:00+00:00,DELIVERED
ORD-0042-0003072,CUST-0001405,1202.58,COD,DELIVERED,649,6,2,3,110079,MEDIUM,0.1897,electronics,False,2026-01-15T22:17:00+00:00,DELIVERED
ORD-0042-0003073,CUST-0002788,4088.60,COD,DELIVERED,29,0,0,0,110149,MEDIUM,0.1909,beauty,True,2026-01-15T22:24:00+00:00,DELIVERED
ORD-0042-0003074,CUST-0001446,2366.16,COD,DELIVERED,785,7,2,2,110171,HIGH,0.4173,home,False,2026-01-15T22:31:00+00:00,DELIVERED
ORD-0042-0003075,CUST-0001998,2892.37,PREPAID,DELIVERED,146,6,1,4,110097,HIGH,0.4282,home,False,2026-01-15T22:38:00+00:00,DELIVERED
ORD-0042-0003076,CUST-0003295,2186.78,COD,DELIVERED,329,13,0,10,110164,MEDIUM,0.1711,home,False,2026-01-15T22:45:00+00:00,DELIVERED
ORD-0042-0003077,CUST-0000220,2472.81,PREPAID,DELIVERED,616,3,2,2,110174,LOW,0.1228,grocery,False,2026-01-15T22:52:00+00:00,DELIVERED
ORD-0042-0003078,CUST-0001783,1042.15,PREPAID,DELIVERED,415,4,0,0,110055,HIGH,0.3046,home,False,2026-01-15T22:59:00+00:00,DELIVERED
ORD-0042-0003079,CUST-0001900,1094.56,PREPAID,DELIVERED,1438,19,1,16,110063,MEDIUM,0.2574,jewellery,False,2026-01-15T23:06:00+00:00,DELIVERED
ORD-0042-0003080,CUST-0001237,830.45,COD,DELIVERED,213,14,0,9,110127,HIGH,0.3558,beauty,False,2026-01-15T23:13:00+00:00,DELIVERED
ORD-0042-0003081,CUST-0000573,1814.69,COD,RTO,69,11,0,5,110181,MEDIUM,0.2619,apparel,False,2026-01-15T23:20:00+00:00,RTO
ORD-0042-0003082,CUST-0000428,3089.51,COD,RTO,441,13,2,7,110171,HIGH,0.4173,apparel,False,2026-01-15T23:27:00+00:00,RTO
ORD-0042-0003083,CUST-0000471,352.97,COD,DELIVERED,1540,11,0,8,110033,HIGH,0.4362,grocery,False,2026-01-15T23:34:00+00:00,DELIVERED
ORD-0042-0003084,CUST-0002565,595.53,COD,RTO,384,4,0,2,110168,LOW,0.0862,beauty,False,2026-01-15T23:41:00+00:00,RTO
ORD-0042-0003085,CUST-0000472,3881.25,COD,RTO,34,6,2,0,110134,MEDIUM,0.2712,footwear,False,2026-01-15T23:48:00+00:00,RTO
ORD-0042-0003086,CUST-0002610,1417.61,COD,DELIVERED,15,0,0,0,110011,MEDIUM,0.1754,beauty,True,2026-01-15T23:55:00+00:00,DELIVERED
ORD-0042-0003087,CUST-0002868,6613.03,PREPAID,DELIVERED,281,9,0,8,110137,HIGH,0.4450,home,False,2026-01-16T00:02:00+00:00,DELIVERED
ORD-0042-0003088,CUST-0002328,411.35,COD,DELIVERED,657,19,0,13,110167,HIGH,0.3759,home,False,2026-01-16T00:09:00+00:00,DELIVERED
ORD-0042-0003089,CUST-0000406,1098.51,PREPAID,RTO,1413,8,0,2,110206,MEDIUM,0.2667,footwear,False,2026-01-16T00:16:00+00:00,RTO
ORD-0042-0003090,CUST-0002420,1121.32,COD,DELIVERED,30,0,0,0,110125,HIGH,0.3785,grocery,True,2026-01-16T00:23:00+00:00,DELIVERED
ORD-0042-0003091,CUST-0000683,1578.72,COD,DELIVERED,28,0,0,0,110232,LOW,0.1360,beauty,True,2026-01-16T00:30:00+00:00,DELIVERED
